"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.5","97.1255722045898","100.145767211914","99.7198867797852","88.1401596069336","88.3268508911133","88.5101013183594","91.8546371459961","97.8233032226563","98.0366516113281","94.0079879760742","97.8407592773438","","","101.255233764648","101.555870056152","","","","","","",
"Afghanistan","AFG","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","4.36180019378662","","","5.50816011428833","6.35799980163574","","9.05294036865234","12.8375997543335","","","10.7461700439453","10.8599700927734","","","","","","","","14.120400428772","","","","","","","","","","","","","","","","","","","","","","","63.6040687561035","66.6888809204102","67.1293029785156","","",
"Angola","AGO","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6310386657715","34.3504295349121","33.9170303344727","33.5465698242188","","","","","","","","","",
"Albania","ALB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2241592407227","","","","97.5054321289063","97.2493667602539","","95.3389434814453","94.2114028930664","","","97.4550628662109","92.8181076049805","91.4561004638672","88.6109237670898","94.3533325195313","99.5872421264648","88.6897888183594","103.731147766113","100.388717651367","102.297653198242","103.633232116699","104.656768798828","104.520431518555","",
"Andorra","AND","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","36.9991683959961","36.9045791625977","36.7034606933594","38.0431518554688","39.5162506103516","41.8368301391602","43.5166893005371","45.2835693359375","44.2367210388184","41.5729103088379","45.6006317138672","48.841121673584","50.274959564209","51.8452911376953","54.2734413146973","58.0918617248535","57.8720207214355","58.2836799621582","59.1016387939453","59.5338706970215","61.117259979248","61.6124687194824","62.6402587890625","63.1397514343262","64.2777099609375","65.6523666381836","67.023193359375","68.1907577514648","69.5200424194336","70.7844924926758","70.6580123901367","71.8558502197266","73.1842803955078","75.5047225952148","77.5260391235352","78.2520294189453","76.9977569580078","78.8174209594727","80.1523284912109","79.3271179199219","80.7925186157227","82.0282211303711","84.1900482177734","82.6371688842773","83.4778594970703","82.726806640625","82.0830993652344","82.6846389770508","83.3391876220703","84.3687896728516","",
"United Arab Emirates","ARE","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","33.1729011535645","41.2967109680176","45.3795394897461","53.369140625","56.5949897766113","62.9075317382813","67.5407409667969","71.1649398803711","78.1071014404297","78.7932815551758","77.7139587402344","72.7908172607422","77.2839736938477","78.4200668334961","75.6798934936523","81.5920791625977","89.1069107055664","95.5206069946289","94.8190689086914","93.047248840332","92.4474563598633","90.2907562255859","86.4572601318359","88.5481185913086","86.5386428833008","85.8249282836914","82.1716690063477","78.6025695800781","79.7522125244141","","","","","98.6342163085938","","","","","94.1958923339844","97.3305511474609","100.795822143555","104.419776916504","","","","","",
"Argentina","ARG","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","74.2315826416016","74.7092971801758","","","","81.2125015258789","81.0346984863281","","","","","","","","","","","","","","","","","","","","94.3285064697266","93.2516098022461","100.607307434082","97.5162811279297","97.4715576171875","97.0946426391602","100.84928894043","98.3538131713867","96.7299575805664","94.8112411499023","97.1491317749023","99.9581069946289","103.097808837891","103.110298156738","103.145317077637","103.657852172852","102.994117736816","101.17520904541","102.590393066406","102.477333068848","104.334892272949","99.6932067871094","","","",
"Armenia","ARM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.082878112793","89.7215118408203","99.1815338134766","93.234619140625","94.9655303955078","103.485771179199","106.822563171387","","96.4732666015625","95.532096862793","95.6574096679688","","96.5178375244141","95.7621612548828","91.6685791015625","92.5356597900391","89.519416809082","92.9951934814453","",
"American Samoa","ASM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
